base_id,condition,label,hop_depth,error_type,peak_entropy,mean_entropy,early_entropy,min_confidence,mean_vocab_gap,logprob_uncertainty,hedged,hedge_count,overconfident,overconf_count,verbalized_conf,is_absurd,final_correct_clean,final_correct_error,final_degraded,prompt_len,n_tokens_gen,generated_text
3hop_multi_stage_geometry_0006,error_standard,1,3,wrong_operator,,,,0.400390625,0.7972313492071061,0.15749621062927255,False,0,False,0,,False,False,False,False,148,42,"Step 2: Each of the 21 tiles is 1 m × 1 m, so the total area covered by these tiles is 1 m × 1 m = 1 m².

"
3hop_multi_stage_geometry_0006,error_verbalized,1,3,wrong_operator,,,,0.55419921875,0.8360648322850466,0.10524201928226287,False,0,False,0,,False,False,False,False,192,32,"Answer: Each tile covers 1 m², and there are 21 tiles, so the area covered by the tiles is 21 m².
"
4hop_multi_stage_allocation_0017,clean,0,4,,,,,0.493896484375,0.8975318272908529,0.07115464745270422,False,0,False,0,,False,False,False,False,163,42,"Step 2: After spending 30% of the remaining $750 on equipment, the amount spent on equipment is $750 × 30% = $225. 

"
4hop_multi_stage_allocation_0017,error_standard,1,4,wrong_unit,,,,0.453369140625,0.8639496056472554,0.09936268751678502,False,0,False,0,,False,False,False,False,162,34,"Step 2: After spending 30% of the remaining $7500 on equipment, we calculate 30% of $7500.

"
4hop_multi_stage_allocation_0017,error_verbalized,1,4,wrong_unit,,,,0.42236328125,0.9684769482147403,0.028182388834178052,False,0,False,0,,True,False,False,False,206,41,"Answer: $7500 × 30% = $2250. After equipment, $7500 - $2250 = $5250 remains.
"
3hop_compound_rate_0007,clean,0,3,,,,,0.45166015625,0.7567405223846435,0.16994094124122677,False,0,False,0,,False,False,False,False,172,20,"To calculate the time it takes for the second leg of the trip, we can use the formula:

"
3hop_compound_rate_0007,error_standard,1,3,wrong_unit,,,,0.488037109375,0.7902468097837347,0.14133330947754194,False,0,False,0,,False,False,False,False,163,19,"To calculate the time taken for the second leg of the trip, we can use the formula:

"
3hop_compound_rate_0007,error_verbalized,1,3,wrong_unit,,,,0.5419921875,0.8629785746335983,0.09019796576094302,False,0,False,0,,False,False,False,False,207,20,"Answer: 2 × 60 = 1. The second leg takes 2 minutes.
"
2hop_fractions_0005,clean,0,2,,,,,0.427490234375,0.8454991559828481,0.10407694464154998,False,0,False,0,,False,False,False,False,127,31,"Step 2: To find out what fraction of the flatbread remains, we need to determine how many slices are left after 2 slices are eaten.

"
2hop_fractions_0005,error_standard,1,2,off_by_one,,,,0.493896484375,0.8794829955226496,0.07414369204598413,False,0,False,0,,False,False,False,False,127,38,"Step 2: To find out what fraction of the flatbread remains, we need to determine how many slices are left and then express that as a fraction of the total number of slices.

"
2hop_fractions_0005,error_verbalized,1,2,off_by_one,,,,0.447021484375,0.8907731597622236,0.08336704777772184,False,0,False,0,,True,False,False,False,171,48,"Answer: The flatbread originally had 16 slices. After 3 slices are eaten, 16 - 3 = 13 slices remain. The fraction of the flatbread that remains is 13/16.
"
4hop_nested_fractions_0019,clean,0,4,,,,,0.43310546875,0.8569646205220903,0.1031038309266871,False,0,False,0,,False,True,True,False,168,35,"Step 2: To find out how many of the passing widgets are premium quality, we take the number of passing widgets and multiply it by the fraction that are premium quality.

"
4hop_nested_fractions_0019,error_standard,1,4,wrong_percentage_base,,,,0.378173828125,0.8648038761956351,0.10028221403106755,False,0,False,0,,False,True,True,False,170,35,"Step 2: To find out how many of the passing widgets are premium quality, we take the number of passing widgets and multiply it by the fraction that are premium quality.

"
4hop_nested_fractions_0019,error_verbalized,1,4,wrong_percentage_base,,,,0.54052734375,0.9175970611663965,0.053520465447163386,False,0,False,0,,False,True,True,False,214,52,"Answer: 16000 × 2/3 = 10666.67. Since we can't have a fraction of a widget, we round to the nearest whole number, which is 10667.
"
2hop_rate_distance_0038,clean,0,2,,,,,0.5390625,0.9004768791951632,0.06859665238579217,False,0,False,0,,False,False,False,False,126,38,"Step 2: To convert the travel time from hours to minutes, we need to multiply the number of hours by 60 (since there are 60 minutes in an hour).

"
2hop_rate_distance_0038,error_standard,1,2,magnitude_error,,,,0.603515625,0.9215003550052643,0.05079432070959457,False,0,False,0,,False,False,False,False,128,34,"To convert the travel time from hours to minutes, you need to multiply the number of hours by 60 (since there are 60 minutes in an hour).

"
2hop_rate_distance_0038,error_verbalized,1,2,magnitude_error,,,,0.8955078125,0.9879343481290908,0.006612195877747683,False,0,False,0,,False,False,False,False,172,21,"Answer: 30 hours × 60 minutes/hour = 1800 minutes.
"
3hop_percentage_chain_0047,clean,0,3,,,,,0.50830078125,0.90495582648686,0.06425723632723736,False,0,False,0,,False,True,False,True,161,35,"Step 2: To find the 15% sales tax on the discounted price of $105, you calculate 15% of $105.

"
3hop_percentage_chain_0047,error_standard,1,3,wrong_unit,,,,0.5830078125,0.9075533860438579,0.0601369190741081,False,0,False,0,,False,True,False,True,149,37,"Step 2: To find the 15% sales tax on the discounted price of $1050, you calculate 15% of $1050.

"
3hop_percentage_chain_0047,error_verbalized,1,3,wrong_unit,,,,0.35107421875,0.8980992777006966,0.094634169069161,False,0,False,0,,False,True,False,True,193,21,"Answer: $1050 × 15% = $157.50.
"
3hop_compound_rate_0018,clean,0,3,,,,,0.4677734375,0.8034770771076805,0.1384155150406109,False,0,False,0,,False,False,False,False,175,19,"To find out how long the second leg of the trip takes, we can use the formula:

"
3hop_compound_rate_0018,error_standard,1,3,magnitude_error,,,,0.50146484375,0.7529542565345764,0.16616016945569365,False,0,False,0,,False,False,False,False,169,20,"To calculate the time it takes for the second leg of the trip, we can use the formula:

"
3hop_compound_rate_0018,error_verbalized,1,3,magnitude_error,,,,0.41845703125,0.8623446151614189,0.11184387670322825,False,0,False,0,,False,False,False,False,213,32,"Answer: 30/30 = 1 hour. Since 1 hour is 60 minutes, the second leg takes 60 minutes.
"
3hop_percentage_chain_0015,clean,0,3,,,,,0.5244140625,0.9179855600381509,0.054870276685310145,False,0,False,0,,False,True,False,True,162,39,"Step 2: To find the 10% sales tax on the discounted price of $37.50, you calculate 10% of $37.50.

"
3hop_percentage_chain_0015,error_standard,1,3,off_by_one,,,,0.499267578125,0.9177554051081339,0.05685768927068894,False,0,False,0,,False,True,False,True,149,39,"Step 2: To find the 10% sales tax on the discounted price of $38.50, you calculate 10% of $38.50.

"
3hop_percentage_chain_0015,error_verbalized,1,3,off_by_one,,,,0.59716796875,0.9691731830437978,0.02162558549552022,False,0,False,0,,False,True,False,True,193,30,"Answer: $38.50 × 10% = $3.85. The sales tax is $3.85.
"
3hop_percentage_chain_0004,clean,0,3,,,,,0.57568359375,0.9018197246960231,0.06294281630446912,False,0,False,0,,False,False,False,False,165,35,"Step 2: To find the 10% sales tax on the discounted price of $170, you calculate 10% of $170.

"
3hop_percentage_chain_0004,error_standard,1,3,wrong_percentage_base,,,,0.5625,0.9166700075834225,0.053172255601186276,False,0,False,0,,False,False,False,False,155,39,"Step 2: To find the 10% sales tax on the discounted price of $30.00, you calculate 10% of $30.00.

"
3hop_percentage_chain_0004,error_verbalized,1,3,wrong_percentage_base,,,,0.8603515625,0.9860155363877614,0.008267026975937154,False,0,False,0,,False,False,False,False,199,30,"Answer: $30.00 × 10% = $3.00. The sales tax is $3.00.
"
4hop_nested_fractions_0015,clean,0,4,,,,,0.57470703125,0.8559679303850446,0.09683701917237812,False,0,False,0,,False,True,True,False,168,35,"Step 2: To find out how many of the passing widgets are premium quality, we take the number of passing widgets and multiply it by the fraction that are premium quality.

"
4hop_nested_fractions_0015,error_standard,1,4,off_by_one,,,,0.60107421875,0.868303975037166,0.08719532706916368,False,0,False,0,,False,True,True,False,168,35,"Step 2: To find out how many of the passing widgets are premium quality, we take the number of passing widgets and multiply it by the fraction that are premium quality.

"
4hop_nested_fractions_0015,error_verbalized,1,4,off_by_one,,,,0.48974609375,0.8877164222473322,0.07629991958326668,False,0,False,0,,False,True,True,False,212,43,"Answer: 3751 × 1/2 = 1875.5. Since we can't have half a widget, we round to 1876 widgets are premium quality.
"
2hop_fractions_0003,clean,0,2,,,,,0.45654296875,0.8275282442569732,0.11269805111888968,False,0,False,0,,False,False,False,False,124,30,"Step 2: To find out what fraction of the tart remains, we need to determine how many slices are left after 4 slices are eaten.

"
2hop_fractions_0003,error_standard,1,2,magnitude_error,,,,0.476806640625,0.8099287549654642,0.12561796064163622,False,0,False,0,,False,False,False,False,126,30,"Step 2: To find out what fraction of the tart remains, we need to determine how many slices are left after 4 slices are eaten.

"
2hop_fractions_0003,error_verbalized,1,2,magnitude_error,,,,0.3505859375,0.7640867144503491,0.18311430157186087,False,0,False,0,,False,False,False,False,170,47,"Answer: The tart originally had 20 slices. After 40 slices are eaten (since there are 20 slices in total), the fraction that remains is 0/20, which simplifies to 0.
"
4hop_compound_interest_0018,clean,0,4,,,,,0.50732421875,0.8746633175760508,0.08360521831503566,False,0,False,0,,False,False,False,False,136,32,"Step 2: To find the balance after year 2, we apply the 5% interest rate to the balance at the end of year 1.

"
4hop_compound_interest_0018,error_standard,1,4,magnitude_error,,,,0.47509765625,0.8403018815764065,0.1071156065191192,False,0,False,0,,False,False,False,False,135,29,"To find the balance after year 2, we apply the 5% annual interest rate to the balance at the end of year 1.

"
4hop_compound_interest_0018,error_verbalized,1,4,magnitude_error,,,,0.5791015625,0.9291028380393982,0.042886100725281776,False,0,False,0,,False,False,False,False,179,26,"Answer: Balance after year 2: $21000 × 5% = $22050.
"
2hop_arithmetic_0015,clean,0,2,,,,,0.6044921875,0.9160738312281095,0.05604198917072941,False,0,False,0,,False,False,False,False,141,26,"Step 2: To find out how much change Paul receives, subtract the total cost of the books from the amount he paid.

"
2hop_arithmetic_0015,error_standard,1,2,off_by_one,,,,0.455078125,0.896741115129911,0.07257247402390124,False,0,False,0,,False,False,False,False,141,26,"Step 2: To find out how much change Paul receives, subtract the total cost of the books from the amount he paid.

"
2hop_arithmetic_0015,error_verbalized,1,2,off_by_one,,,,0.369873046875,0.8771672419139317,0.10522187464130131,False,0,False,0,,True,False,False,False,185,21,"Answer: $45 - $31 = $14. The change is $14.
"
3hop_compound_rate_0040,clean,0,3,,,,,0.37548828125,0.7409263098681415,0.20837762882155605,False,0,False,0,,False,False,False,False,172,27,"Answer: The time taken for the second leg is the same as the first leg because it travels the same distance at the same speed.

"
3hop_compound_rate_0040,error_standard,1,3,off_by_one,,,,0.4326171875,0.8816210936616968,0.08369373584035208,False,0,False,0,,False,False,False,False,165,27,"Answer: 2 × 60 = 121. The second leg also takes 121 minutes.
"
3hop_compound_rate_0040,error_verbalized,1,3,off_by_one,,,,0.493896484375,0.9178643655776978,0.05238701617243795,False,0,False,0,,False,False,False,False,209,25,"Answer: 2 × 60 = 121. The second leg also takes 121 minutes.
"
2hop_rate_distance_0031,clean,0,2,,,,,0.5361328125,0.9015402840940576,0.06826722932631543,False,0,False,0,,False,False,False,False,128,38,"Step 2: To convert the travel time from hours to minutes, we need to multiply the number of hours by 60 (since there are 60 minutes in an hour).

"
2hop_rate_distance_0031,error_standard,1,2,wrong_operator,,,,0.53759765625,0.8981064903108698,0.07034046640070289,False,0,False,0,,False,False,False,False,131,38,"Step 2: To convert the travel time from hours to minutes, we need to multiply the number of hours by 60 (since there are 60 minutes in an hour).

"
2hop_rate_distance_0031,error_verbalized,1,2,wrong_operator,,,,0.81298828125,0.9700991782275113,0.0186638012266097,False,0,False,0,,False,False,False,False,175,22,"Answer: 100 hours × 60 minutes/hour = 6000 minutes.
"
2hop_percentage_0009,clean,0,2,,,,,0.7880859375,0.9551372075080872,0.02729933659466374,False,0,False,0,,False,False,False,False,138,25,"Step 2: To find out how much Jack saves, we need to calculate 40% of his total earnings.

"
2hop_percentage_0009,error_standard,1,2,wrong_percentage_base,,,,0.80322265625,0.9573490500450135,0.025545701156159936,False,0,False,0,,False,False,False,False,140,25,"Step 2: To find out how much Jack saves, we need to calculate 40% of his total earnings.

"
2hop_percentage_0009,error_verbalized,1,2,wrong_percentage_base,,,,0.436279296875,0.8471745347976685,0.11470783525414797,False,0,False,0,,False,False,False,False,184,25,"Answer: 40% of $1800 is $720. Jack saves $720.
"
3hop_compound_rate_0012,clean,0,3,,,,,0.4755859375,0.7802653845987821,0.15577022579350214,False,0,False,0,,False,False,False,False,175,19,"To calculate the time taken for the second leg of the trip, we can use the formula:

"
3hop_compound_rate_0012,error_standard,1,3,wrong_unit,,,,0.4990234375,0.7819581955671311,0.14870569797569905,False,0,False,0,,False,False,False,False,163,20,"To calculate the time it takes for the second leg of the trip, we can use the formula:

"
3hop_compound_rate_0012,error_verbalized,1,3,wrong_unit,,,,0.56298828125,0.9441818743944168,0.03910015468340375,False,0,False,0,,False,False,False,False,207,20,"Answer: 1 × 60 = 1. The second leg takes 1 minute.
"
2hop_counting_0009,clean,0,2,,,,,0.5009765625,0.9127481930396136,0.05922202357654357,False,0,False,0,,False,False,False,False,132,34,"Step 2: To find out how many items remain after 45 are taken out, we subtract the number of items taken out from the total number of items.

"
2hop_counting_0009,error_standard,1,2,wrong_percentage_base,,,,0.572265625,0.9146905190804425,0.05634117954235151,False,0,False,0,,False,False,False,False,134,34,"Step 2: To find out how many items remain after 45 are taken out, we subtract the number of items taken out from the total number of items.

"
2hop_counting_0009,error_verbalized,1,2,wrong_percentage_base,,,,0.5009765625,0.9569805588041033,0.03395322145125804,False,0,False,0,,True,False,False,False,178,35,"Answer: 1500 - 45 = 1455. After 45 items are taken out, 1455 items remain.
"
2hop_percentage_0025,clean,0,2,,,,,0.779296875,0.9430261969566345,0.032873038115448644,False,0,False,0,,False,False,False,False,136,25,"Step 2: To find out how much Zoe saves, we need to calculate 25% of her total earnings.

"
2hop_percentage_0025,error_standard,1,2,off_by_one,,,,0.759765625,0.9479815363883972,0.030120334063910188,False,0,False,0,,False,False,False,False,136,25,"Step 2: To find out how much Zoe saves, we need to calculate 25% of her total earnings.

"
2hop_percentage_0025,error_verbalized,1,2,off_by_one,,,,0.517578125,0.8050585263653806,0.13922626351385767,False,0,False,0,,False,False,False,False,180,19,"Answer: 25% of $121 is $30.25.
"
4hop_nested_fractions_0000,clean,0,4,,,,,0.57470703125,0.8493604268346514,0.10452528770350211,False,0,False,0,,False,True,True,False,168,35,"Step 2: To find out how many of the passing widgets are premium quality, we take the number of passing widgets and multiply it by the fraction that are premium quality.

"
4hop_nested_fractions_0000,error_standard,1,4,off_by_one,,,,0.5458984375,0.8610736795834133,0.09553617225335587,False,0,False,0,,False,True,True,False,168,35,"Step 2: To find out how many of the passing widgets are premium quality, we take the number of passing widgets and multiply it by the fraction that are premium quality.

"
4hop_nested_fractions_0000,error_verbalized,1,4,off_by_one,,,,0.413818359375,0.9095680665969849,0.06253185604195172,False,0,False,0,,False,True,True,False,212,50,"Answer: 2001 × 1/2 = 1000.5. Since we can't have half a widget, we round to the nearest whole number, which is 1001 widgets are premium quality.
"
3hop_compound_rate_0030,clean,0,3,,,,,0.388671875,0.7104150518294303,0.24170318743125768,False,0,False,0,,False,False,False,False,172,31,"Answer: The time taken for the second leg is the same as the first leg because both legs are 80 km at 40 km/h.

"
3hop_compound_rate_0030,error_standard,1,3,off_by_one,,,,0.3828125,0.8751163129453305,0.09145508776569972,False,0,False,0,,False,False,False,False,165,27,"Answer: 2 × 60 = 121. The second leg also takes 121 minutes.
"
3hop_compound_rate_0030,error_verbalized,1,3,off_by_one,,,,0.497802734375,0.9176190233230591,0.052320862258183005,False,0,False,0,,False,False,False,False,209,25,"Answer: 2 × 60 = 121. The second leg also takes 121 minutes.
"
2hop_fractions_0027,clean,0,2,,,,,0.480712890625,0.8802962383708438,0.0736593879974571,False,0,False,0,,False,False,False,False,124,37,"Step 2: To find out what fraction of the tart remains, we need to determine how many slices are left and then express that as a fraction of the total number of slices.

"
2hop_fractions_0027,error_standard,1,2,wrong_unit,,,,0.41015625,0.7813794170656512,0.14692108767352427,False,0,False,0,,False,False,False,False,126,31,"Step 2: To find out what fraction of the tart remains, we need to determine how many slices are left after 90 slices are eaten.

"
2hop_fractions_0027,error_verbalized,1,2,wrong_unit,,,,0.27197265625,0.6649256771261042,0.3013549873016406,False,0,False,0,,False,False,False,False,170,55,"Answer: The tart originally had 20 slices. After 90 slices are eaten, we need to find out how many slices remain. Since the problem states that 3 people each eat 3 slices, we need to find the fraction of the tart that remains.
"
3hop_percentage_chain_0038,clean,0,3,,,,,0.62353515625,0.918903888974871,0.05126214764564466,False,0,False,0,,False,False,False,False,161,35,"Step 2: To find the 10% sales tax on the discounted price of $105, you calculate 10% of $105.

"
3hop_percentage_chain_0038,error_standard,1,3,magnitude_error,,,,0.6728515625,0.9121678004393706,0.054217812367007776,False,0,False,0,,False,False,False,False,149,37,"Step 2: To find the 10% sales tax on the discounted price of $1050, you calculate 10% of $1050.

"
3hop_percentage_chain_0038,error_verbalized,1,3,magnitude_error,,,,0.408935546875,0.8728255695766873,0.09305751576472442,False,0,False,0,,False,False,False,False,193,18,"Answer: 10% of $1050 = $105.
"
3hop_multi_stage_geometry_0035,clean,0,3,,,,,0.3037109375,0.8937476010158144,0.0830872635661343,False,0,False,0,,False,False,False,False,148,29,"Step 2: The area covered by the 9 existing tiles can be calculated by multiplying the number of tiles by the area of each tile.

"
3hop_multi_stage_geometry_0035,error_standard,1,3,off_by_one,,,,0.29443359375,0.891780660070222,0.08715366398464533,False,0,False,0,,False,False,False,False,146,29,"Step 2: The area covered by the 9 existing tiles can be calculated by multiplying the number of tiles by the area of each tile.

"
3hop_multi_stage_geometry_0035,error_verbalized,1,3,off_by_one,,,,0.35595703125,0.8127360764671775,0.13869204227982532,False,0,False,0,,False,False,False,False,190,34,"Answer: Each tile is 2 × 2 = 4 m². So, 9 tiles cover 9 × 4 = 36 m².
"
3hop_percentage_chain_0019,clean,0,3,,,,,0.55029296875,0.9143163698060172,0.05707080974513617,False,0,False,0,,False,True,False,True,161,35,"Step 2: To find the 12% sales tax on the discounted price of $140, you calculate 12% of $140.

"
3hop_percentage_chain_0019,error_standard,1,3,wrong_percentage_base,,,,0.56201171875,0.9297225047380496,0.046547684235459394,False,0,False,0,,False,True,False,True,151,39,"Step 2: To find the 12% sales tax on the discounted price of $60.00, you calculate 12% of $60.00.

"
3hop_percentage_chain_0019,error_verbalized,1,3,wrong_percentage_base,,,,0.74951171875,0.978028678894043,0.014585195358129863,False,0,False,0,,False,True,False,True,195,30,"Answer: $60.00 × 12% = $7.20. The sales tax is $7.20.
"
2hop_percentage_0033,clean,0,2,,,,,0.86474609375,0.9630500030517578,0.02110388157551606,False,0,False,0,,False,False,False,False,136,25,"Step 2: To find out how much Henry saves, we need to calculate 10% of his total earnings.

"
2hop_percentage_0033,error_standard,1,2,magnitude_error,,,,0.8544921875,0.9621169495582581,0.02177284453577301,False,0,False,0,,False,False,False,False,138,25,"Step 2: To find out how much Henry saves, we need to calculate 10% of his total earnings.

"
2hop_percentage_0033,error_verbalized,1,2,magnitude_error,,,,0.55517578125,0.9056192708015441,0.06995812128838913,False,0,False,0,,False,False,False,False,182,25,"Answer: 10% of $1080 is $108. Henry saves $108.
"
2hop_rate_distance_0030,clean,0,2,,,,,0.489990234375,0.8950890632052171,0.07382302162665655,False,0,False,0,,False,False,False,False,126,38,"Step 2: To convert the travel time from hours to minutes, we need to multiply the number of hours by 60 (since there are 60 minutes in an hour).

"
2hop_rate_distance_0030,error_standard,1,2,off_by_one,,,,0.52734375,0.8961986068047976,0.07182557701297068,False,0,False,0,,False,False,False,False,126,38,"Step 2: To convert the travel time from hours to minutes, we need to multiply the number of hours by 60 (since there are 60 minutes in an hour).

"
2hop_rate_distance_0030,error_verbalized,1,2,off_by_one,,,,0.83837890625,0.9811468783177828,0.010856696114638228,False,0,False,0,,False,False,False,False,170,19,"Answer: 4 hours × 60 minutes/hour = 240 minutes.
"
4hop_nested_fractions_0021,clean,0,4,,,,,0.5439453125,0.8590167471340724,0.09682181063031031,False,0,False,0,,False,True,True,False,168,35,"Step 2: To find out how many of the passing widgets are premium quality, we take the number of passing widgets and multiply it by the fraction that are premium quality.

"
4hop_nested_fractions_0021,error_standard,1,4,wrong_operator,,,,0.5146484375,0.8655362653009819,0.09827412517425849,False,0,False,0,,False,True,True,False,174,33,"Step 2: To find out how many of the passing widgets are premium quality, we need to calculate 1/2 of the widgets that passed quality control.

"
4hop_nested_fractions_0021,error_verbalized,1,4,wrong_operator,,,,0.80322265625,0.9818698197603226,0.011923633205645915,False,0,False,0,,False,True,True,False,218,40,"Answer: 5000.75 * 1/2 = 2500.375. 2500.375 widgets are premium quality.
"
2hop_percentage_0042,clean,0,2,,,,,0.76171875,0.9611775064468384,0.023980518943212185,False,0,False,0,,False,False,False,False,138,25,"Step 2: To find out how much Quinn saves, we need to calculate 30% of her total earnings.

"
2hop_percentage_0042,error_standard,1,2,wrong_unit,,,,0.78515625,0.9651084780693054,0.02155917599422551,False,0,False,0,,False,False,False,False,140,25,"Step 2: To find out how much Quinn saves, we need to calculate 30% of her total earnings.

"
2hop_percentage_0042,error_verbalized,1,2,wrong_unit,,,,0.378662109375,0.872249448299408,0.09829273221387491,False,0,False,0,,False,False,False,False,184,30,"Answer: 30% of $2500 is $2500 × 0.30 = $750.
"
4hop_multi_stage_allocation_0024,clean,0,4,,,,,0.50439453125,0.8151703381538391,0.13360065358239273,False,0,False,0,,False,False,False,False,166,25,"Step 2: After spending 25% of the remaining $4000 on equipment, the calculation is:

"
4hop_multi_stage_allocation_0024,error_standard,1,4,wrong_percentage_base,,,,0.50244140625,0.902271938773821,0.06741243478692703,False,0,False,0,,False,False,False,False,169,53,"Step 2: After spending 25% of the remaining $1000.00 on equipment, the amount spent on equipment is $1000.00 × 25% = $250.00. 

"
4hop_multi_stage_allocation_0024,error_verbalized,1,4,wrong_percentage_base,,,,0.77587890625,0.9885638223754035,0.008863583008093683,False,0,False,0,,False,False,False,False,213,36,"Answer: $1000.00 × 75% = $750.00. After equipment, $750.00 remains.
"
3hop_compound_rate_0038,clean,0,3,,,,,0.4912109375,0.8363683349207828,0.1140475423937069,False,0,False,0,,False,False,False,False,175,19,"To find out how long the second leg of the trip takes, we can use the formula:

"
3hop_compound_rate_0038,error_standard,1,3,magnitude_error,,,,0.403076171875,0.7909404337406158,0.14861791374293415,False,0,False,0,,False,False,False,False,169,20,"To calculate the time it takes for the second leg of the trip, we can use the formula:

"
3hop_compound_rate_0038,error_verbalized,1,3,magnitude_error,,,,0.430419921875,0.8775735858239626,0.09696639363030368,False,0,False,0,,False,False,False,False,213,38,"Answer: 80 km / 40 km/h = 2 hours. Converting 2 hours to minutes gives 2 × 60 = 120 minutes.
"
3hop_percentage_chain_0032,clean,0,3,,,,,0.480224609375,0.9174808903438288,0.055840128162655774,False,0,False,0,,False,True,False,True,167,41,"Step 2: To find the 12% sales tax on the discounted price of $112.50, you calculate 12% of $112.50.

"
3hop_percentage_chain_0032,error_standard,1,3,wrong_unit,,,,0.45068359375,0.9185929974994144,0.05740153483430872,False,0,False,0,,False,True,False,True,149,37,"Step 2: To find the 12% sales tax on the discounted price of $1125, you calculate 12% of $1125.

"
3hop_percentage_chain_0032,error_verbalized,1,3,wrong_unit,,,,0.35009765625,0.9230819388672158,0.0659383238699532,False,0,False,0,,False,True,False,True,193,27,"Answer: $1125 × 12% = $135. The sales tax is $135.
"
3hop_multi_stage_geometry_0042,clean,0,3,,,,,0.296875,0.8929355904973787,0.08498028730224062,False,0,False,0,,False,False,False,False,148,29,"Step 2: The area covered by the 7 existing tiles can be calculated by multiplying the number of tiles by the area of each tile.

"
3hop_multi_stage_geometry_0042,error_standard,1,3,wrong_unit,,,,0.255859375,0.8465889836802627,0.12150190514651492,False,0,False,0,,False,False,False,False,148,33,"Step 2: To find the area covered by the 7 existing tiles, we need to calculate the area of one tile and then multiply it by 7.

"
3hop_multi_stage_geometry_0042,error_verbalized,1,3,wrong_unit,,,,0.314208984375,0.8792758922685276,0.09151790922266435,False,0,False,0,,False,False,False,False,192,44,"Answer: Each tile is 1 m × 2 m, so each tile covers 2 m². With 7 tiles, the total covered area is 7 × 2 = 14 m².
"
3hop_percentage_chain_0041,clean,0,3,,,,,0.47412109375,0.9087482835307266,0.06279360198725942,False,0,False,0,,False,True,False,True,156,33,"Step 2: To find the 12% sales tax on the discounted price of $64, you calculate 12% of $64.

"
3hop_percentage_chain_0041,error_standard,1,3,wrong_operator,,,,0.54150390625,0.9202231815883092,0.05368767255413239,False,0,False,0,,False,True,False,True,145,35,"Step 2: To find the 12% sales tax on the discounted price of $640, you calculate 12% of $640.

"
3hop_percentage_chain_0041,error_verbalized,1,3,wrong_operator,,,,0.46044921875,0.8840173639749226,0.09102553710720675,False,0,False,0,,False,True,False,True,189,19,"Answer: $640 × 12% = $76.80.
"
2hop_arithmetic_0012,clean,0,2,,,,,0.455322265625,0.9051378832923042,0.06722564795341965,False,0,False,0,,False,False,False,False,142,27,"Step 2: To find out how much change Mia receives, subtract the total cost of the mangos from the amount she paid.

"
